BRISK,1,12.5156,11.9017
BRISK,1,12.5156,11.9017
BRISK,5,15.9082,14.7461
BRISK,7,12.1762,15.8821
BRISK,8,13.1258,13.9229
BRISK,10,11.1746,11.8746
BRISK,11,12.8086,12.3567
BRISK,12,9.01536,10.3735
BRISK,14,9.53507,10.0383
BRISK,15,8.57352,10.1702
BRISK,16,9.51617,10.3821
BRISK,17,9.68055,9.63608
BRISK,18,8.40002,8.92524
BRIEF,1,12.5156,13.2783
BRIEF,1,12.5156,13.2783
BRIEF,5,15.9082,15.1091
BRIEF,7,12.1762,15.9345
BRIEF,8,13.1258,14.1117
BRIEF,10,11.1746,11.5704
BRIEF,11,12.8086,12.3548
BRIEF,12,9.01536,11.6794
BRIEF,14,9.53507,9.85734
BRIEF,15,8.57352,9.48731
BRIEF,16,9.51617,9.69853
BRIEF,17,9.68055,9.50141
BRIEF,18,8.40002,9.30449
ORB,1,12.5156,12.4495
ORB,1,12.5156,12.4495
ORB,5,15.9082,15.5177
ORB,7,12.1762,15.6235
ORB,8,13.1258,14.188
ORB,10,11.1746,11.5597
ORB,11,12.8086,12.4121
ORB,12,9.01536,11.5411
ORB,14,9.53507,10.4057
ORB,15,8.57352,10.3736
ORB,16,9.51617,9.68849
ORB,17,9.68055,8.97464
ORB,18,8.40002,9.14105
FREAK,1,12.5156,12.1239
FREAK,1,12.5156,12.1239
FREAK,5,15.9082,15.8825
FREAK,7,12.1762,15.4391
FREAK,8,13.1258,13.6867
FREAK,10,11.1746,11.8941
FREAK,11,12.8086,12.1617
FREAK,12,9.01536,10.9863
FREAK,14,9.53507,9.87627
FREAK,15,8.57352,9.73035
FREAK,16,9.51617,10.3507
FREAK,17,9.68055,9.107
FREAK,18,8.40002,8.7944
AKAZE,1,12.5156,12.3444
AKAZE,1,12.5156,12.3444
AKAZE,5,15.9082,16.4621
AKAZE,7,12.1762,15.3467
AKAZE,8,13.1258,14.1379
AKAZE,10,11.1746,11.5483
AKAZE,11,12.8086,12.0453
AKAZE,12,9.01536,11.0755
AKAZE,14,9.53507,10.5845
AKAZE,15,8.57352,10.1989
AKAZE,16,9.51617,9.81256
AKAZE,17,9.68055,9.06452
AKAZE,18,8.40002,8.9739
SIFT,1,12.5156,12.3917
SIFT,1,12.5156,12.3917
SIFT,5,15.9082,16.5952
SIFT,7,12.1762,15.4744
SIFT,8,13.1258,13.7621
SIFT,10,11.1746,11.752
SIFT,11,12.8086,12.2206
SIFT,12,9.01536,11.1772
SIFT,14,9.53507,10.4719
SIFT,15,8.57352,9.94151
SIFT,16,9.51617,9.89148
SIFT,17,9.68055,9.02048
SIFT,18,8.40002,8.99601
